emoji_id,emoji_name,asset_path,animation_path,has_static_asset,has_animation_asset,category
147,棒棒糖,assets/qq_emoji/147/png/147.png,assets/qq_emoji/147/apng/147.png,Yes,Yes,qqnt
148,喝奶,,,No,No,qqnt
169,手枪,assets/qq_emoji/169/png/169.png,assets/qq_emoji/169/apng/169.png,Yes,Yes,qqnt
171,茶,assets/qq_emoji/171/png/171.png,assets/qq_emoji/171/apng/171.png,Yes,Yes,qqnt
172,眨眼睛,assets/qq_emoji/172/png/172.png,assets/qq_emoji/172/apng/172.png,Yes,Yes,qqnt
173,泪奔,assets/qq_emoji/173/png/173.png,assets/qq_emoji/173/apng/173.png,Yes,Yes,qqnt
174,无奈,assets/qq_emoji/174/png/174.png,assets/qq_emoji/174/apng/174.png,Yes,Yes,qqnt
175,卖萌,assets/qq_emoji/175/png/175.png,assets/qq_emoji/175/apng/175.png,Yes,Yes,qqnt
176,小纠结,assets/qq_emoji/176/png/176.png,assets/qq_emoji/176/apng/176.png,Yes,Yes,qqnt
177,喷血,assets/qq_emoji/177/png/177.png,assets/qq_emoji/177/apng/177.png,Yes,Yes,qqnt
178,斜眼笑,assets/qq_emoji/178/png/178.png,assets/qq_emoji/178/apng/178.png,Yes,Yes,qqnt
179,doge,assets/qq_emoji/179/png/179.png,assets/qq_emoji/179/apng/179.png,Yes,Yes,qqnt
180,惊喜,,,No,No,qqnt
181,戳一戳,assets/qq_emoji/181/png/181.png,assets/qq_emoji/181/apng/181.png,Yes,Yes,qqnt
182,笑哭,assets/qq_emoji/182/png/182.png,assets/qq_emoji/182/apng/182.png,Yes,Yes,qqnt
183,我最美,assets/qq_emoji/183/png/183.png,assets/qq_emoji/183/apng/183.png,Yes,Yes,qqnt
185,羊驼,assets/qq_emoji/185/png/185.png,assets/qq_emoji/185/apng/185.png,Yes,Yes,qqnt
187,幽灵,assets/qq_emoji/187/png/187.png,assets/qq_emoji/187/apng/187.png,Yes,Yes,qqnt
193,大笑,,,No,No,qqnt
194,不开心,,,No,No,qqnt
198,呃,,,No,No,qqnt
200,求求,,,No,No,qqnt
201,点赞,assets/qq_emoji/201/png/201.png,assets/qq_emoji/201/apng/201.png,Yes,Yes,qqnt
202,无聊,,,No,No,qqnt
203,托脸,,,No,No,qqnt
204,吃,,,No,No,qqnt
206,害怕,,,No,No,qqnt
210,飙泪,,,No,No,qqnt
211,我不看,,,No,No,qqnt
212,托腮,assets/qq_emoji/212/png/212.png,assets/qq_emoji/212/apng/212.png,Yes,Yes,qqnt
214,啵啵,,,No,No,qqnt
215,糊脸,,,No,No,qqnt
216,拍头,,,No,No,qqnt
217,扯一扯,,,No,No,qqnt
218,舔一舔,,,No,No,qqnt
219,蹭一蹭,,,No,No,qqnt
221,顶呱呱,,,No,No,qqnt
222,抱抱,,,No,No,qqnt
223,暴击,,,No,No,qqnt
224,开枪,,,No,No,qqnt
225,撩一撩,,,No,No,qqnt
226,拍桌,,,No,No,qqnt
227,拍手,,,No,No,qqnt
229,干杯,,,No,No,qqnt
230,嘲讽,,,No,No,qqnt
231,哼,,,No,No,qqnt
232,佛系,,,No,No,qqnt
233,掐一掐,,,No,No,qqnt
235,颤抖,,,No,No,qqnt
237,偷看,,,No,No,qqnt
238,扇脸,,,No,No,qqnt
239,原谅,,,No,No,qqnt
240,喷脸,,,No,No,qqnt
241,生日快乐,,,No,No,qqnt
243,甩头,,,No,No,qqnt
244,扔狗,,,No,No,qqnt
262,脑阔疼,assets/qq_emoji/262/png/262.png,assets/qq_emoji/262/apng/262.png,Yes,Yes,qqnt
263,沧桑,assets/qq_emoji/263/png/263.png,assets/qq_emoji/263/apng/263.png,Yes,Yes,qqnt
264,捂脸,assets/qq_emoji/264/png/264.png,assets/qq_emoji/264/apng/264.png,Yes,Yes,qqnt
265,辣眼睛,assets/qq_emoji/265/png/265.png,assets/qq_emoji/265/apng/265.png,Yes,Yes,qqnt
266,哦哟,assets/qq_emoji/266/png/266.png,assets/qq_emoji/266/apng/266.png,Yes,Yes,qqnt
267,头秃,assets/qq_emoji/267/png/267.png,assets/qq_emoji/267/apng/267.png,Yes,Yes,qqnt
268,问号脸,assets/qq_emoji/268/png/268.png,assets/qq_emoji/268/apng/268.png,Yes,Yes,qqnt
269,暗中观察,assets/qq_emoji/269/png/269.png,assets/qq_emoji/269/apng/269.png,Yes,Yes,qqnt
270,emm,assets/qq_emoji/270/png/270.png,assets/qq_emoji/270/apng/270.png,Yes,Yes,qqnt
271,吃瓜,assets/qq_emoji/271/png/271.png,assets/qq_emoji/271/apng/270.png,Yes,Yes,qqnt
272,呵呵哒,assets/qq_emoji/272/png/272.png,assets/qq_emoji/272/apng/272.png,Yes,Yes,qqnt
273,我酸了,assets/qq_emoji/273/png/273.png,assets/qq_emoji/273/apng/273.png,Yes,Yes,qqnt
277,汪汪,assets/qq_emoji/277/png/277.png,assets/qq_emoji/277/apng/277.png,Yes,Yes,qqnt
278,汗,,,No,No,qqnt
281,无眼笑,assets/qq_emoji/281/png/281.png,assets/qq_emoji/281/apng/281.png,Yes,Yes,qqnt
282,敬礼,assets/qq_emoji/282/png/282.png,assets/qq_emoji/282/apng/282.png,Yes,Yes,qqnt
283,狂笑,assets/qq_emoji/283/png/283.png,assets/qq_emoji/283/apng/283.png,Yes,Yes,qqnt
284,面无表情,assets/qq_emoji/284/png/284.png,assets/qq_emoji/284/apng/284.png,Yes,Yes,qqnt
285,摸鱼,assets/qq_emoji/285/png/285.png,assets/qq_emoji/285/apng/285.png,Yes,Yes,qqnt
286,魔鬼笑,assets/qq_emoji/286/png/286.png,assets/qq_emoji/286/apng/286.png,Yes,Yes,qqnt
287,哦,assets/qq_emoji/287/png/287.png,assets/qq_emoji/287/apng/287.png,Yes,Yes,qqnt
288,请,,,No,No,qqnt
289,睁眼,assets/qq_emoji/289/png/289.png,assets/qq_emoji/289/apng/289.png,Yes,Yes,qqnt
290,敲开心,,,No,No,qqnt
292,让我康康,,,No,No,qqnt
293,摸锦鲤,assets/qq_emoji/293/png/293.png,assets/qq_emoji/293/apng/293.png,Yes,Yes,qqnt
294,期待,assets/qq_emoji/294/png/294.png,assets/qq_emoji/294/apng/294.png,Yes,Yes,qqnt
295,拿到红包,assets/qq_emoji/295/png/295.png,assets/qq_emoji/295/apng/295.png,Yes,Yes,qqnt
297,拜谢,assets/qq_emoji/297/png/297.png,assets/qq_emoji/297/apng/297.png,Yes,Yes,qqnt
298,元宝,assets/qq_emoji/298/png/298.png,assets/qq_emoji/298/apng/298.png,Yes,Yes,qqnt
299,牛啊,assets/qq_emoji/299/png/299.png,assets/qq_emoji/299/apng/299.png,Yes,Yes,qqnt
300,胖三斤,assets/qq_emoji/300/png/300.png,assets/qq_emoji/300/apng/300.png,Yes,Yes,qqnt
301,好闪,,,No,No,qqnt
302,左拜年,assets/qq_emoji/302/png/302.png,assets/qq_emoji/302/apng/302.png,Yes,Yes,qqnt
303,右拜年,assets/qq_emoji/303/png/303.png,assets/qq_emoji/303/apng/303.png,Yes,Yes,qqnt
305,右亲亲,assets/qq_emoji/305/png/305.png,assets/qq_emoji/305/apng/305.png,Yes,Yes,qqnt
306,牛气冲天,assets/qq_emoji/306/png/306.png,assets/qq_emoji/306/apng/306.png,Yes,Yes,qqnt
307,喵喵,assets/qq_emoji/307/png/307.png,assets/qq_emoji/307/apng/307.png,Yes,Yes,qqnt
311,打call,assets/qq_emoji/311/png/311.png,assets/qq_emoji/311/apng/311.png,Yes,Yes,qqnt
312,变形,assets/qq_emoji/312/png/312.png,assets/qq_emoji/312/apng/312.png,Yes,Yes,qqnt
314,仔细分析,assets/qq_emoji/314/png/314.png,assets/qq_emoji/314/apng/314.png,Yes,Yes,qqnt
317,菜汪,assets/qq_emoji/317/png/317.png,assets/qq_emoji/317/apng/317.png,Yes,Yes,qqnt
318,崇拜,assets/qq_emoji/318/png/318.png,assets/qq_emoji/318/apng/318.png,Yes,Yes,qqnt
319,比心,assets/qq_emoji/319/png/319.png,assets/qq_emoji/319/apng/319.png,Yes,Yes,qqnt
320,庆祝,assets/qq_emoji/320/png/320.png,assets/qq_emoji/320/apng/320.png,Yes,Yes,qqnt
322,拒绝,,,No,No,qqnt
323,嫌弃,assets/qq_emoji/323/png/323.png,assets/qq_emoji/323/apng/323.png,Yes,Yes,qqnt
324,吃糖,assets/qq_emoji/324/png/324.png,assets/qq_emoji/324/apng/324.png,Yes,Yes,qqnt
325,惊吓,assets/qq_emoji/325/png/325.png,assets/qq_emoji/325/apng/325.png,Yes,Yes,qqnt
326,生气,assets/qq_emoji/326/png/326.png,assets/qq_emoji/326/apng/326.png,Yes,Yes,qqnt
332,举牌牌,assets/qq_emoji/332/png/332.png,assets/qq_emoji/332/apng/332.png,Yes,Yes,qqnt
333,烟花,assets/qq_emoji/333/png/333.png,assets/qq_emoji/333/apng/333.png,Yes,Yes,qqnt
334,虎虎生威,assets/qq_emoji/334/png/334.png,assets/qq_emoji/334/apng/334.png,Yes,Yes,qqnt
336,豹富,assets/qq_emoji/336/png/336.png,assets/qq_emoji/336/apng/336.png,Yes,Yes,qqnt
337,花朵脸,assets/qq_emoji/337/png/337.png,assets/qq_emoji/337/apng/337.png,Yes,Yes,qqnt
338,我想开了,assets/qq_emoji/338/png/338.png,assets/qq_emoji/338/apng/338.png,Yes,Yes,qqnt
339,舔屏,assets/qq_emoji/339/png/339.png,assets/qq_emoji/339/apng/339.png,Yes,Yes,qqnt
341,打招呼,assets/qq_emoji/341/png/341.png,assets/qq_emoji/341/apng/341.png,Yes,Yes,qqnt
342,酸Q,assets/qq_emoji/342/png/342.png,assets/qq_emoji/342/apng/342.png,Yes,Yes,qqnt
343,我方了,assets/qq_emoji/343/png/343.png,assets/qq_emoji/343/apng/343.png,Yes,Yes,qqnt
344,大怨种,assets/qq_emoji/344/png/344.png,assets/qq_emoji/344/apng/344.png,Yes,Yes,qqnt
345,红包多多,assets/qq_emoji/345/png/345.png,assets/qq_emoji/345/apng/345.png,Yes,Yes,qqnt
346,你真棒棒,assets/qq_emoji/346/png/346.png,assets/qq_emoji/346/apng/346.png,Yes,Yes,qqnt
347,大展宏兔,assets/qq_emoji/347/png/347.png,assets/qq_emoji/347/apng/347.png,Yes,Yes,qqnt
348,福萝卜,,,No,No,qqnt
349,坚强,assets/qq_emoji/349/png/349.png,assets/qq_emoji/349/apng/349.png,Yes,Yes,qqnt
350,贴贴,assets/qq_emoji/350/png/350.png,assets/qq_emoji/350/apng/350.png,Yes,Yes,qqnt
351,敲敲,assets/qq_emoji/351/png/351.png,assets/qq_emoji/351/apng/351.png,Yes,Yes,qqnt
352,咦,assets/qq_emoji/352/png/352.png,assets/qq_emoji/352/apng/352.png,Yes,Yes,qqnt
353,拜托,assets/qq_emoji/353/png/353.png,assets/qq_emoji/353/apng/353.png,Yes,Yes,qqnt
354,尊嘟假嘟,assets/qq_emoji/354/png/354.png,assets/qq_emoji/354/apng/354.png,Yes,Yes,qqnt
355,耶,assets/qq_emoji/355/png/355.png,assets/qq_emoji/355/apng/355.png,Yes,Yes,qqnt
356,666,assets/qq_emoji/356/png/356.png,assets/qq_emoji/356/apng/356.png,Yes,Yes,qqnt
357,裂开,assets/qq_emoji/357/png/357.png,assets/qq_emoji/357/apng/357.png,Yes,Yes,qqnt
358,骰子,assets/qq_emoji/358/png/358.png,assets/qq_emoji/358/apng/358.png,Yes,Yes,qqnt
359,包剪锤,assets/qq_emoji/359/png/359.png,assets/qq_emoji/359/apng/359.png,Yes,Yes,qqnt
360,亲亲,assets/qq_emoji/360/png/360.png,assets/qq_emoji/360/apng/360.png,Yes,Yes,qqnt
361,狗狗笑哭,assets/qq_emoji/361/png/361.png,assets/qq_emoji/361/apng/361.png,Yes,Yes,qqnt
362,好兄弟,assets/qq_emoji/362/png/362.png,assets/qq_emoji/362/apng/362.png,Yes,Yes,qqnt
363,狗狗可怜,assets/qq_emoji/363/png/363.png,assets/qq_emoji/363/apng/363.png,Yes,Yes,qqnt
364,超级赞,assets/qq_emoji/364/png/364.png,assets/qq_emoji/364/apng/364.png,Yes,Yes,qqnt
365,狗狗生气,assets/qq_emoji/365/png/365.png,assets/qq_emoji/365/apng/365.png,Yes,Yes,qqnt
366,芒狗,assets/qq_emoji/366/png/366.png,assets/qq_emoji/366/apng/366.png,Yes,Yes,qqnt
367,狗狗疑问,assets/qq_emoji/367/png/367.png,assets/qq_emoji/367/apng/367.png,Yes,Yes,qqnt
368,奥特笑哭,assets/qq_emoji/368/png/368.png,assets/qq_emoji/368/apng/368.png,Yes,Yes,qqnt
369,彩虹,assets/qq_emoji/369/png/369.png,assets/qq_emoji/369/apng/369.png,Yes,Yes,qqnt
370,祝贺,assets/qq_emoji/370/png/370.png,assets/qq_emoji/370/apng/370.png,Yes,Yes,qqnt
371,冒泡,assets/qq_emoji/371/png/371.png,assets/qq_emoji/371/apng/371.png,Yes,Yes,qqnt
372,气呼呼,assets/qq_emoji/372/png/372.png,assets/qq_emoji/372/apng/372.png,Yes,Yes,qqnt
373,忙,assets/qq_emoji/373/png/373.png,assets/qq_emoji/373/apng/373.png,Yes,Yes,qqnt
374,波波流泪,assets/qq_emoji/374/png/374.png,assets/qq_emoji/374/apng/374.png,Yes,Yes,qqnt
375,超级鼓掌,assets/qq_emoji/375/png/375.png,assets/qq_emoji/375/apng/375.png,Yes,Yes,qqnt
376,跺脚,assets/qq_emoji/376/png/376.png,assets/qq_emoji/376/apng/376.png,Yes,Yes,qqnt
377,嗨,assets/qq_emoji/377/png/377.png,assets/qq_emoji/377/apng/377.png,Yes,Yes,qqnt
378,企鹅笑哭,assets/qq_emoji/378/png/378.png,assets/qq_emoji/378/apng/378.png,Yes,Yes,qqnt
379,企鹅流泪,assets/qq_emoji/379/png/379.png,assets/qq_emoji/379/apng/379.png,Yes,Yes,qqnt
380,真棒,assets/qq_emoji/380/png/380.png,assets/qq_emoji/380/apng/380.png,Yes,Yes,qqnt
381,路过,assets/qq_emoji/381/png/381.png,assets/qq_emoji/381/apng/381.png,Yes,Yes,qqnt
382,emo,assets/qq_emoji/382/png/382.png,assets/qq_emoji/382/apng/382.png,Yes,Yes,qqnt
383,企鹅爱心,assets/qq_emoji/383/png/383.png,assets/qq_emoji/383/apng/383.png,Yes,Yes,qqnt
384,晚安,assets/qq_emoji/384/png/384.png,assets/qq_emoji/384/apng/384.png,Yes,Yes,qqnt
385,太气了,assets/qq_emoji/385/png/385.png,assets/qq_emoji/385/apng/385.png,Yes,Yes,qqnt
386,呜呜呜,assets/qq_emoji/386/png/386.png,assets/qq_emoji/386/apng/386.png,Yes,Yes,qqnt
387,太好笑,assets/qq_emoji/387/png/387.png,assets/qq_emoji/387/apng/387.png,Yes,Yes,qqnt
388,太头疼,assets/qq_emoji/388/png/388.png,assets/qq_emoji/388/apng/388.png,Yes,Yes,qqnt
